Master ,DIS_Atlas,DIS_Atlas2,Mouse_MTAB6081,Rat_MTAB6081,Ratlas,Minipig_Atlas,HPA,GTEx Megumi,GTEx Carlos,BarkBase,NHPRTR,BioGPS_Mouse,BioGPS_Mouse2,BioGPS_Human,Tissue_type,DISPLAY_LEVEL,DISPLAY_ORDER,original order,level1
paraventricular thalamic nucleus,paraventricular thalamic nucleus,,,,,,,,,,,,,,nervous system,1,0,2042,paraventricular thalamic nucleus
skin ventral,,Skin.ventral,,,,"Skin,_ventral",,,,,,,,,integumental system,,,,skin
parietal pleura,parietal pleura,,,,,,,,,,,,,,respiratory system,1,0,2642,parietal pleura
parotid duct,parotid duct,,,,,,,,,,,,,,respiratory system,1,0,2643,parotid duct
parotid gland,parotid gland,,,,,,,,,,,,,,respiratory system,1,0,2644,parotid gland
pars anterior,pars anterior,,,,,,,,,,,,,,nervous system,2,0,2044,pars anterior
pars intermedia,pars intermedia,,,,,,,,,,,,,,nervous system,1,0,2045,pars intermedia
pars posterior,pars posterior,,,,,,,,,,,,,,nervous system,2,0,2046,pars posterior
pars tuberalis,pars tuberalis,,,,,,,,,,,,,,nervous system,1,0,2047,pars tuberalis
part of afferent arteriole forming juxtaglomerular complex,part of afferent arteriole forming juxtaglomerular complex,,,,,,,,,,,,,,renal/urinary system,1,0,2312,part of afferent arteriole forming juxtaglomerular complex
peduncular pontine nucleus,peduncular pontine nucleus,,,,,,,,,,,,,,nervous system,1,0,2048,peduncular pontine nucleus
pelvic sympathetic nerve trunk,pelvic sympathetic nerve trunk,,,,,,,,,,,,,,nervous system,1,0,2049,pelvic sympathetic nerve trunk
pelvis nerve,pelvis nerve,,,,,,,,,,,,,,nervous system,1,0,2050,pelvis nerve
penile urethra,penile urethra,,,,,,,,,,,,,,renal/urinary system,1,0,2313,penile urethra
penile urethra cavernous portion,penile urethra cavernous portion,,,,,,,,,,,,,,renal/urinary system,1,0,2314,penile urethra cavernous portion
penile urethra fossa terminalis,penile urethra fossa terminalis,,,,,,,,,,,,,,renal/urinary system,1,0,2315,penile urethra fossa terminalis
penis,penis,,,,,,,,,,,,,,reproductive system,1,0,2453,penis
penis epithelium,penis epithelium,,,,,,,,,,,,,,reproductive system,1,0,2454,penis epithelium
penis erectile tissue,penis erectile tissue,,,,,,,,,,,,,,reproductive system,1,0,2455,penis erectile tissue
penis foreskin,penis foreskin,,,,,,,,,,,,,,reproductive system,1,0,2456,penis foreskin
penis skin,penis skin,,,,,,,,,,,,,,reproductive system,1,0,2457,penis skin
perifornical nucleus,perifornical nucleus,,,,,,,,,,,,,,nervous system,1,0,2051,perifornical nucleus
perihilar interstitium,perihilar interstitium,,,,,,,,,,,,,,renal/urinary system,1,0,2316,perihilar interstitium
perilymphatic channel,perilymphatic channel,,,,,,,,,,,,,,sensory organ system,1,0,2912,perilymphatic channel
periolivary nucleus,periolivary nucleus,,,,,,,,,,,,,,nervous system,1,0,2052,periolivary nucleus
peripeduncular nucleus,peripeduncular nucleus,,,,,,,,,,,,,,nervous system,1,0,2053,peripeduncular nucleus
peripheral nerve,peripheral nerve,,,,,,,,,,,,,,nervous system,1,0,2054,peripheral nerve
peripheral nerve trunk,peripheral nerve trunk,,,,,,,,,,,,,,nervous system,1,0,2055,peripheral nerve trunk
peripheral nervous system,peripheral nervous system,,,,,,,,,,,,,,nervous system,1,0,2056,peripheral nervous system
peripheral nervous system ganglion,peripheral nervous system ganglion,,,,,,,,,,,,,,nervous system,1,0,2057,peripheral nervous system ganglion
perirhinal cortex,perirhinal cortex,,,,,,,,,,,,,,nervous system,1,0,2058,perirhinal cortex
peritubular capillary,peritubular capillary,,,,,,,,,,,,,,renal/urinary system,1,0,2317,peritubular capillary
peroneal nerve,peroneal nerve,,,,,,,,,,,,,,nervous system,1,0,2059,peroneal nerve
pharynx,pharynx,,,,,,,,,,,,,,respiratory system,1,0,2645,pharynx
pharynx epithelium,pharynx epithelium,,,,,,,,,,,,,,respiratory system,1,0,2646,pharynx epithelium
pharynx muscle,pharynx muscle,,,,,,,,,,,,,,respiratory system,1,0,2647,pharynx muscle
phrenic nerve,phrenic nerve,,,,,,,,,,,,,,nervous system,1,0,2060,phrenic nerve
phrenic nerve trunk,phrenic nerve trunk,,,,,,,,,,,,,,nervous system,1,0,2061,phrenic nerve trunk
pia mater,pia mater,,,,,,,,,,,,,,nervous system,1,0,2062,pia mater
spinal cord,spinal cord,Spinal.cord,,,,,,,,,,,spinal_cord,Spinalcord,nervous system,1,123,2105,spinal cord
piriform cortex,piriform cortex,,,,,,,,,,,,,,nervous system,1,0,2064,piriform cortex
tibial artery,tibial artery,,,,,,,Artery_Tibial,Artery - Tibial,,,,,,cardiovascular system,1,0,466,arterial blood vessel
tibial nerve,tibial nerve,,,,,,,Nerve_Tibial,Nerve - Tibial,,,,,,nervous system,1,0,2185,nerve
placenta metrial gland,placenta metrial gland,,,,,,,,,,,,,,reproductive system,1,0,2459,placenta metrial gland
pleura,pleura,,,,,,,,,,,,,,respiratory system,1,0,2648,pleura
spinal cord lumbar segment,spinal cord lumbar segment,Spinal.cord.lumbal,,,SpinalCord_lumbar,,,,,,,,,,nervous system,2,124,2124,spinal cord
pontine nucleus,pontine nucleus,,,,,,,,,,,,,,nervous system,1,0,2067,pontine nucleus
pontine raphe nucleus,pontine raphe nucleus,,,,,,,,,,,,,,nervous system,1,0,2068,pontine raphe nucleus
posterior commissure,posterior commissure,,,,,,,,,,,,,,nervous system,1,0,2069,posterior commissure
posterior division,posterior division,,,,,,,,,,,,,,nervous system,1,0,2070,posterior division
posterior limiting lamina,posterior limiting lamina,,,,,,,,,,,,,,sensory organ system,1,0,2914,posterior limiting lamina
posterior semicircular canal,posterior semicircular canal,,,,,,,,,,,,,,sensory organ system,1,0,2915,posterior semicircular canal
posterior semicircular duct,posterior semicircular duct,,,,,,,,,,,,,,sensory organ system,1,0,2916,posterior semicircular duct
posterior septal complex,posterior septal complex,,,,,,,,,,,,,,nervous system,1,0,2071,posterior septal complex
pre-botzinger complex,pre-botzinger complex,,,,,,,,,,,,,,nervous system,1,0,2072,pre-botzinger complex
premaxilla,premaxilla,,,,,,,,,,,,,,respiratory system,1,0,2649,premaxilla
prepositus hypoglossal nucleus,prepositus hypoglossal nucleus,,,,,,,,,,,,,,nervous system,1,0,2073,prepositus hypoglossal nucleus
prepuce,prepuce,,,,,,,,,,,,,,reproductive system,1,0,2460,prepuce
prepuce epithelium,prepuce epithelium,,,,,,,,,,,,,,reproductive system,1,0,2461,prepuce epithelium
spinal cord thoracic segment,spinal cord thoracic segment,Spinal.cord.thoracic,,,SpinalCord_thoracic,"Spinal_cord,_thoracic",,,,,,,,,nervous system,2,125,2130,spinal cord
presubiculum,presubiculum,,,,,,,,,,,,,,nervous system,1,0,2074,presubiculum
pretectal region,pretectal region,,,,,,,,,,,,,,nervous system,1,0,2075,pretectal region
pretracheal muscle,pretracheal muscle,,,,,,,,,,,,,,respiratory system,1,0,2650,pretracheal muscle
primary choana,primary choana,,,,,,,,,,,,,,respiratory system,1,0,2651,primary choana
primary choana,primary choana,,,,,,,,,,,,,,sensory organ system,1,0,2917,primary choana
tonsil,tonsil,,,,,,tonsil,,,,,,,Tonsil,immune system,1,0,868,tonsil
primary palate,primary palate,,,,,,,,,,,,,,respiratory system,1,0,2652,primary palate
spinal ganglion/nerve,spinal ganglion/nerve,Spinal.ganglia,,,,,,,,,,,,,nervous system,1,0,2135,spinal ganglion/nerve
primary visual cortex,primary visual cortex,,,,,,,,,,,,,,nervous system,1,0,2078,primary visual cortex
principal nucleus,principal nucleus,,,,,,,,,,,,,,nervous system,1,0,2079,principal nucleus
colon,transverse colon,Colon.transverse.distal,,,,,,Colon_Transverse,Colon - Transverse,,,,,,digestive system,2,168,874,colon
thoracic ganglion,thoracic ganglion,Spinal.ganglia.thoracic,,,,,,,,,,,,,nervous system,1,0,2182,thoracic ganglion
prostate gland anterior lobe,prostate gland anterior lobe,,,,,,,,,,,,,,reproductive system,1,0,2464,prostate gland anterior lobe
prostate gland dorsolateral lobe,prostate gland dorsolateral lobe,,,,,,,,,,,,,,reproductive system,1,0,2465,prostate gland dorsolateral lobe
prostate gland epithelium,prostate gland epithelium,,,,,,,,,,,,,,reproductive system,1,0,2466,prostate gland epithelium
prostate gland lobe,prostate gland lobe,,,,,,,,,,,,,,reproductive system,1,0,2467,prostate gland lobe
prostate gland smooth muscle,prostate gland smooth muscle,,,,,,,,,,,,,,reproductive system,1,0,2468,prostate gland smooth muscle
prostate gland ventral lobe,prostate gland ventral lobe,,,,,,,,,,,,,,reproductive system,1,0,2469,prostate gland ventral lobe
prostatic urethra,prostatic urethra,,,,,,,,,,,,,,renal/urinary system,1,0,2318,prostatic urethra
proximal convoluted tubule,proximal convoluted tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2319,proximal convoluted tubule
proximal convoluted tubule convoluted part,proximal convoluted tubule convoluted part,,,,,,,,,,,,,,renal/urinary system,1,0,2320,proximal convoluted tubule convoluted part
proximal convoluted tubule neck,proximal convoluted tubule neck,,,,,,,,,,,,,,renal/urinary system,1,0,2321,proximal convoluted tubule neck
proximal convoluted tubule straight part,proximal convoluted tubule straight part,,,,,,,,,,,,,,renal/urinary system,1,0,2322,proximal convoluted tubule straight part
proximal straight tubule,proximal straight tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2323,proximal straight tubule
proximal tubule segment 1,proximal tubule segment 1,,,,,,,,,,,,,,renal/urinary system,1,0,2324,proximal tubule segment 1
proximal tubule segment 2,proximal tubule segment 2,,,,,,,,,,,,,,renal/urinary system,1,0,2325,proximal tubule segment 2
pulmonary nerve plexus,pulmonary nerve plexus,,,,,,,,,,,,,,nervous system,1,0,2080,pulmonary nerve plexus
pupil,pupil,,,,,,,,,,,,,,sensory organ system,1,0,2918,pupil
pupillary membrane,pupillary membrane,,,,,,,,,,,,,,sensory organ system,1,0,2919,pupillary membrane
trigeminal ganglion,trigeminal V ganglion,,,,,,,,,,,,,TrigeminalGanglion,nervous system,1,0,2187,trigeminal ganglion
radial nerve,radial nerve,,,,,,,,,,,,,,nervous system,1,0,2082,radial nerve
raphe magnus nucleus,raphe magnus nucleus,,,,,,,,,,,,,,nervous system,1,0,2083,raphe magnus nucleus
raphe pallidus nucleus,raphe pallidus nucleus,,,,,,,,,,,,,,nervous system,1,0,2084,raphe pallidus nucleus
rectus extraocular muscle,rectus extraocular muscle,,,,,,,,,,,,,,sensory organ system,1,0,2920,rectus extraocular muscle
red nucleus,red nucleus,,,,,,,,,,,,,,nervous system,1,0,2085,red nucleus
remnant of Rathke's pouch,remnant of Rathke's pouch,,,,,,,,,,,,,,nervous system,1,0,2086,remnant of Rathke's pouch
renal column,renal column,,,,,,,,,,,,,,renal/urinary system,1,0,2327,renal column
renal connecting tubule,renal connecting tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2328,renal connecting tubule
renal convoluted tubule,renal convoluted tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2329,renal convoluted tubule
renal corpuscle,renal corpuscle,,,,,,,,,,,,,,renal/urinary system,1,0,2330,renal corpuscle
renal cortex artery,renal cortex artery,,,,,,,,,,,,,,renal/urinary system,1,0,2331,renal cortex artery
renal cortex collecting duct,renal cortex collecting duct,,,,,,,,,,,,,,renal/urinary system,1,0,2332,renal cortex collecting duct
renal cortex interstitium,renal cortex interstitium,,,,,,,,,,,,,,renal/urinary system,1,0,2333,renal cortex interstitium
renal cortex peritubular capillary,renal cortex peritubular capillary,,,,,,,,,,,,,,renal/urinary system,1,0,2334,renal cortex peritubular capillary
renal cortex tubule,renal cortex tubule,,,,,,,,,,,,,,renal/urinary system,2,187,2335,kidney
renal cortex vein,renal cortex vein,,,,,,,,,,,,,,renal/urinary system,1,0,2336,renal cortex vein
renal distal tubule,renal distal tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2337,renal distal tubule
renal medulla interstitium,renal medulla interstitium,,,,,,,,,,,,,,renal/urinary system,1,0,2338,renal medulla interstitium
renal nerve,renal nerve,,,,,,,,,,,,,,renal/urinary system,1,0,2339,renal nerve
renal papilla,renal papilla,,,,,,,,,,,,,,renal/urinary system,1,0,2340,renal papilla
renal proximal tubule,renal proximal tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2341,renal proximal tubule
renal pyramid,renal pyramid,,,,,,,,,,,,,,renal/urinary system,1,0,2342,renal pyramid
renal straight tubule,renal straight tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2343,renal straight tubule
renal subcapsular mesenchyme,renal subcapsular mesenchyme,,,,,,,,,,,,,,renal/urinary system,1,0,2344,renal subcapsular mesenchyme
renal tubule,renal tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2345,renal tubule
renal tubule basement membrane,renal tubule basement membrane,,,,,,,,,,,,,,renal/urinary system,1,0,2346,renal tubule basement membrane
renal tubule epithelium,renal tubule epithelium,,,,,,,,,,,,,,renal/urinary system,1,0,2347,renal tubule epithelium
renal vein,renal vein,,,,,,,,,,,,,,renal/urinary system,1,0,2348,renal vein
reproductive gland,reproductive gland,,,,,,,,,,,,,,reproductive system,1,0,2470,reproductive gland
reproductive organ,reproductive organ,,,,,,,,,,,,,,reproductive system,1,0,2471,reproductive organ
respiratory bronchiole,respiratory bronchiole,,,,,,,,,,,,,,respiratory system,1,0,2653,respiratory bronchiole
respiratory bronchiole epithelium,respiratory bronchiole epithelium,,,,,,,,,,,,,,respiratory system,1,0,2654,respiratory bronchiole epithelium
respiratory system arterial blood vessel,respiratory system arterial blood vessel,,,,,,,,,,,,,,respiratory system,1,0,2655,respiratory system arterial blood vessel
respiratory system arterial endothelium,respiratory system arterial endothelium,,,,,,,,,,,,,,respiratory system,1,0,2656,respiratory system arterial endothelium
respiratory system arterial smooth muscle,respiratory system arterial smooth muscle,,,,,,,,,,,,,,respiratory system,1,0,2657,respiratory system arterial smooth muscle
respiratory system arteriole,respiratory system arteriole,,,,,,,,,,,,,,respiratory system,1,0,2658,respiratory system arteriole
respiratory system artery,respiratory system artery,,,,,,,,,,,,,,respiratory system,1,0,2659,respiratory system artery
respiratory system basal lamina,respiratory system basal lamina,,,,,,,,,,,,,,respiratory system,1,0,2660,respiratory system basal lamina
respiratory system basement membrane,respiratory system basement membrane,,,,,,,,,,,,,,respiratory system,1,0,2661,respiratory system basement membrane
respiratory system blood vessel,respiratory system blood vessel,,,,,,,,,,,,,,respiratory system,1,0,2662,respiratory system blood vessel
respiratory system blood vessel endothelium,respiratory system blood vessel endothelium,,,,,,,,,,,,,,respiratory system,1,0,2663,respiratory system blood vessel endothelium
respiratory system blood vessel smooth muscle,respiratory system blood vessel smooth muscle,,,,,,,,,,,,,,respiratory system,1,0,2664,respiratory system blood vessel smooth muscle
respiratory system capillary,respiratory system capillary,,,,,,,,,,,,,,respiratory system,1,0,2665,respiratory system capillary
respiratory system capillary endothelium,respiratory system capillary endothelium,,,,,,,,,,,,,,respiratory system,1,0,2666,respiratory system capillary endothelium
respiratory system cartilage,respiratory system cartilage,,,,,,,,,,,,,,respiratory system,1,0,2667,respiratory system cartilage
respiratory system connective tissue,respiratory system connective tissue,,,,,,,,,,,,,,respiratory system,1,0,2668,respiratory system connective tissue
respiratory system elastic framework,respiratory system elastic framework,,,,,,,,,,,,,,respiratory system,1,0,2669,respiratory system elastic framework
trigeminal nerve,trigeminal V nerve,,,,,,,,,,,trigeminal,,,nervous system,1,0,2190,trigeminal nerve
respiratory system lamina propria,respiratory system lamina propria,,,,,,,,,,,,,,respiratory system,1,0,2671,respiratory system lamina propria
respiratory system lymphatic vessel,respiratory system lymphatic vessel,,,,,,,,,,,,,,respiratory system,1,0,2672,respiratory system lymphatic vessel
respiratory system lymphatic vessel endothelium,respiratory system lymphatic vessel endothelium,,,,,,,,,,,,,,respiratory system,1,0,2673,respiratory system lymphatic vessel endothelium
respiratory system lymphatic vessel smooth muscle,respiratory system lymphatic vessel smooth muscle,,,,,,,,,,,,,,respiratory system,1,0,2674,respiratory system lymphatic vessel smooth muscle
respiratory system mucosa,respiratory system mucosa,,,,,,,,,,,,,,respiratory system,1,0,2675,respiratory system mucosa
respiratory system muscle,respiratory system muscle,,,,,,,,,,,,,,respiratory system,1,0,2676,respiratory system muscle
respiratory system reticular lamina,respiratory system reticular lamina,,,,,,,,,,,,,,respiratory system,1,0,2677,respiratory system reticular lamina
respiratory system skeletal muscle,respiratory system skeletal muscle,,,,,,,,,,,,,,respiratory system,1,0,2678,respiratory system skeletal muscle
respiratory system smooth muscle,respiratory system smooth muscle,,,,,,,,,,,,,,respiratory system,1,0,2679,respiratory system smooth muscle
respiratory system submucosa,respiratory system submucosa,,,,,,,,,,,,,,respiratory system,1,0,2680,respiratory system submucosa
respiratory system vein,respiratory system vein,,,,,,,,,,,,,,respiratory system,1,0,2681,respiratory system vein
respiratory system venous blood vessel,respiratory system venous blood vessel,,,,,,,,,,,,,,respiratory system,1,0,2682,respiratory system venous blood vessel
respiratory system venous endothelium,respiratory system venous endothelium,,,,,,,,,,,,,,respiratory system,1,0,2683,respiratory system venous endothelium
respiratory system venous smooth muscle,respiratory system venous smooth muscle,,,,,,,,,,,,,,respiratory system,1,0,2684,respiratory system venous smooth muscle
respiratory system venule,respiratory system venule,,,,,,,,,,,,,,respiratory system,1,0,2685,respiratory system venule
respiratory tract,respiratory tract,,,,,,,,,,,,,,respiratory system,1,0,2686,respiratory tract
respiratory tract epithelium,respiratory tract epithelium,,,,,,,,,,,,,,respiratory system,1,0,2687,respiratory tract epithelium
rest of afferent arteriole,rest of afferent arteriole,,,,,,,,,,,,,,renal/urinary system,1,0,2349,rest of afferent arteriole
rest of ureter,rest of ureter,,,,,,,,,,,,,,renal/urinary system,1,0,2350,rest of ureter
reticular lamina,reticular lamina,,,,,,,,,,,,,,sensory organ system,1,0,2921,reticular lamina
reticular tegmental nucleus,reticular tegmental nucleus,,,,,,,,,,,,,,nervous system,1,0,2087,reticular tegmental nucleus
reticular thalamic nucleus,reticular thalamic nucleus,,,,,,,,,,,,,,nervous system,1,0,2088,reticular thalamic nucleus
spleen,spleen,Spleen,,,Spleen,Spleen,spleen,Spleen,Spleen,spleen,Spleen,spleen,spleen,,immune system,1,205,1054,spleen
retina blood vessel,retina blood vessel,,,,,,,,,,,,,,sensory organ system,1,0,2923,retina blood vessel
